TIMESTAMP,CPU,MEM,LOAD,TCP_PORT_STATUS,TCP_TIME_WAITS,TPS,TOTAL_TCP,NETWORK_LATENCY,RESPONSE_TIME,THREAD_COUNT,RESTART
2025-03-01 00:33:00,34.16269897910202,21.24102505974562,0.8118755825352566,26159,20618,716,46777,114.9199939905082,172.61488128937197,58,Healthy
2025-03-01 00:34:00,10.08133146987693,64.56764788292628,3.600918651114043,37368,26841,530,64209,4.501860999930282,68.52979359648951,173,Healthy
2025-03-01 00:35:00,39.82535856104782,41.19988744221531,1.658474472508655,6279,8662,1582,14941,56.94908895692153,58.68553648058173,71,Healthy
2025-03-01 00:36:00,55.16853967066059,57.276455240374005,5.7186521115688365,26157,24934,1397,51091,17.501527666745847,167.18338170536504,163,Healthy
2025-03-01 00:37:00,59.39611918688633,23.67059128459004,2.3454751820259454,16494,4123,1434,20617,53.51884079775922,149.664821879603,159,Healthy
2025-03-01 00:38:00,62.76381959835307,39.41331847922445,2.288716552560488,46166,18037,944,64203,26.857001026193643,84.22007992295693,82,Healthy
2025-03-01 00:39:00,39.26313209892217,31.497367817432934,5.57861567394898,26574,5158,1758,31732,56.62244352831023,221.90035723018343,78,Healthy
2025-03-01 00:40:00,47.83817143177903,59.66971642397156,2.7954135616727775,26333,9700,1630,36033,63.21089811002202,298.2258727248161,186,Healthy
2025-03-01 00:41:00,14.771182797789926,11.356266361553597,5.795742838021582,34050,11531,1714,45581,45.78807729435684,148.9117052991781,11,Healthy
2025-03-01 00:42:00,39.282293456904995,24.63056379796632,0.6329369367342692,33263,28738,1029,62001,98.83667047149623,206.1396589793486,128,Healthy
2025-03-01 00:43:00,19.288945292304117,19.154453458142726,2.1848951636118046,33539,10879,1237,44418,137.90895563757755,290.74398559112143,16,Healthy
2025-03-01 00:44:00,32.17858705735129,61.551342323294165,4.164061281465371,15030,6543,1373,21573,60.68871074168558,257.8837431117188,264,Healthy
2025-03-01 00:45:00,29.758318771875956,38.05263098162594,5.399713304902011,23721,14980,1065,38701,29.659130314778192,165.88805582567144,84,Healthy
2025-03-01 00:46:00,35.412434634490495,34.25320263359297,1.9102307615455616,49070,16156,1768,65226,41.33769097120152,234.37237111497984,204,Healthy
2025-03-01 00:47:00,44.298197078447956,36.968965726064795,5.617626755800175,6166,10580,575,16746,128.24612270095898,82.033760062631,196,Healthy
2025-03-01 00:48:00,64.17259882377975,68.31547304214011,3.767668065745535,8121,19581,1046,27702,86.17431876725203,178.0259638659498,12,Healthy
2025-03-01 00:49:00,33.669077880850324,61.01604366015545,4.905545337588538,15677,4911,766,20588,68.79664381373664,119.76506929498413,193,Healthy
2025-03-01 00:50:00,68.86787174269304,52.38212631101845,2.6846401736879346,32241,14582,816,46823,23.295871504830078,90.29092197404027,282,Healthy
2025-03-01 00:51:00,55.54168288307217,27.428737553395276,1.6669921041178033,17373,12120,1644,29493,68.0093689402435,156.5702265636337,61,Healthy
2025-03-01 00:52:00,40.688862807302996,19.910379971106867,5.511794784962312,22873,6235,524,29108,42.495308500250616,82.7536386084036,272,Healthy
2025-03-01 00:53:00,48.64158622671665,65.2860177414672,5.632247276234202,38664,5799,659,44463,141.53130605014903,224.74627704362138,142,Healthy
2025-03-01 00:54:00,16.13345026791667,35.38453136778897,3.2366632928477452,2293,26091,1095,28384,132.72644630294397,164.06001101333388,234,Healthy
2025-03-01 00:55:00,60.67129187881929,26.72534796811775,0.5357225879959108,23443,29234,1637,52677,13.501478732401504,182.78615814116594,70,Healthy
2025-03-01 00:56:00,44.941447303837954,38.255249585058124,1.1038062451872246,40725,15225,1399,55950,77.98136989992518,86.59398466703925,25,Healthy
2025-03-01 00:57:00,69.16404881257611,65.07084536922113,3.6516537812744696,19595,27409,1001,47004,34.533693481686136,84.94291527337361,238,Healthy
2025-03-01 00:58:00,48.18572462517095,33.22403880347759,0.6307718626603742,10740,22744,1689,33484,62.2057863391193,195.85385881503103,204,Healthy
2025-03-01 00:59:00,60.04669499597951,43.75845983488597,2.683015581926824,13559,25605,1512,39164,131.650351739467,296.25243695736157,260,Healthy
2025-03-01 01:00:00,57.985764567714384,58.17797806651401,2.1685347006460693,43741,28790,1202,72531,79.59966346339317,74.0626458094314,57,Healthy
2025-03-01 01:01:00,30.72766908809613,35.62795186290347,4.428915514712125,40044,17709,1698,57753,50.79807871224322,121.43285714144531,244,Healthy
2025-03-01 01:02:00,25.5766375139927,24.0125081155821,0.805682701213644,22747,4766,500,27513,31.975364761644563,267.36477913447186,130,Healthy
2025-03-01 01:03:00,35.8296150058906,69.671544902982,3.188021979375081,41920,5111,1240,47031,120.2484040515669,68.06800306380924,59,Healthy
2025-03-01 01:04:00,38.03448066453023,67.39425144712958,3.6851284843158294,8973,25686,1609,34659,94.05318428928773,268.9714303417378,50,Healthy
2025-03-01 01:05:00,24.405082116198635,60.60875014753084,3.895100918289397,16333,8015,819,24348,70.74175360350846,181.07149584368779,31,Healthy
2025-03-01 01:06:00,63.675872401058314,51.30243276315535,2.7283671960931746,31129,7856,881,38985,33.40516872558373,152.06669348160648,191,Healthy
2025-03-01 01:07:00,42.55287173803876,27.691937684181816,2.17402280886253,1037,17490,1773,18527,50.802709749412564,127.42014108786397,14,Healthy
2025-03-01 01:08:00,68.70666352921418,64.80477628984193,4.253711685554318,39758,3426,1397,43184,144.01667058403925,124.27928953196047,154,Healthy
2025-03-01 01:09:00,58.601066682775794,26.533400207273726,5.161629764563722,33311,15497,1216,48808,78.49340070326932,126.4506456123697,87,Healthy
2025-03-01 01:10:00,43.34229162351676,58.04856968060995,4.314897007805833,39206,21762,1779,60968,60.70419290524469,271.20077024004894,240,Healthy
2025-03-01 01:11:00,66.82241668866155,65.09549007647837,5.626563010014719,49503,21748,806,71251,78.69188430990026,230.94880754369638,218,Healthy
2025-03-01 01:12:00,40.29248890571843,46.18023042579469,4.444949389468599,29207,19915,1667,49122,117.0692873790417,217.43075195778763,172,Healthy
2025-03-01 01:13:00,63.22639075112023,58.18337307347073,4.705403037074901,44624,24194,890,68818,51.676231538927446,249.68728723800018,177,Healthy
2025-03-01 01:14:00,31.48868687174833,57.5017059521048,1.4234675813114888,34241,12336,1692,46577,27.62721201895872,114.27866575103624,287,Healthy
2025-03-01 01:15:00,32.718543004245646,21.589465067258793,2.8074680448969147,1058,6316,1489,7374,88.15548163251812,204.51070302043894,246,Healthy
2025-03-01 01:16:00,35.08784097825587,50.07546841576508,3.1678043202578086,3636,6362,797,9998,100.115411418679,165.01655973948772,185,Healthy
2025-03-01 01:17:00,42.79753875659477,15.608076214266614,1.909612392620342,31635,5693,732,37328,107.19498244082389,245.61040880004833,62,Healthy
2025-03-01 01:18:00,43.209416211929444,40.47100858824888,3.4069692319595832,15834,9990,770,25824,132.41615102415332,127.31402761832138,19,Healthy
2025-03-01 01:19:00,39.78393530062505,19.73413288843465,2.0993556932201614,16577,16133,1583,32710,56.30494398267784,210.79465421747395,155,Healthy
2025-03-01 01:20:00,28.36005841499005,34.9809699277859,4.281261510424288,28190,22652,1758,50842,12.227879538104878,270.5531029543284,236,Healthy
2025-03-01 01:21:00,65.63238788744985,59.97892448190626,3.0865866218674674,8296,15178,1176,23474,143.79393896101038,150.53761904873218,245,Healthy
2025-03-01 01:22:00,45.31516584095526,69.23007037781227,3.023438248479696,22383,11629,1205,34012,65.8167771881838,66.65552184186537,251,Healthy
2025-03-01 01:23:00,34.4643529714957,29.077589899577063,5.910033920680465,46438,19395,733,65833,93.86536894129657,179.0127055854482,80,Healthy
2025-03-01 01:24:00,49.070617644617094,41.917341926990595,2.6584466669841373,25660,15751,1344,41411,100.27949314611554,136.49312195175648,167,Healthy
2025-03-01 01:25:00,56.07800546858831,40.67788146222931,2.4926248792426255,43493,1425,1755,44918,82.43054259647933,218.05634513679374,28,Healthy
2025-03-01 01:26:00,67.64368529369457,67.26409058986397,2.252324042054599,3674,4044,990,7718,31.583371930704246,287.7582311871515,64,Healthy
2025-03-01 01:27:00,39.97294973605496,38.71502394596641,5.421120715366889,49564,12480,1002,62044,113.51631446730508,171.40207949921177,224,Healthy
2025-03-01 01:28:00,16.72591062104553,51.94637232398187,3.2319810435399803,44833,12106,1389,56939,120.75904417130816,166.54755753888347,218,Healthy
2025-03-01 01:29:00,36.44594808619248,65.30735398651157,3.8000796261434955,23820,7229,1091,31049,83.39336231659853,213.64620004786505,30,Healthy
2025-03-01 01:30:00,38.73823368720828,32.4027135722104,1.4945016345131725,20504,2239,1245,22743,73.79561292714139,75.87437589839192,291,Healthy
2025-03-01 01:31:00,63.81964469114043,64.12733429472325,3.475182980027098,26666,7566,927,34232,17.976789286069813,113.37654723125365,258,Healthy
2025-03-01 01:32:00,33.68804610777718,65.04737331346081,2.0105650607766856,44794,20775,1196,65569,13.508797563467791,279.74483137509964,37,Healthy
2025-03-01 01:33:00,67.1994558932283,65.83975023802785,4.518503066945827,3076,5213,1145,8289,51.59516198896578,217.48565334094155,220,Healthy
2025-03-01 01:34:00,39.10791446286009,26.226771128285584,5.078905918358101,38555,21381,1231,59936,47.316077172091596,53.361010995854066,294,Healthy
2025-03-01 01:35:00,68.42683005873573,34.02133565619751,4.431458806722027,33406,4006,1299,37412,143.09481119352742,101.15636813975496,29,Healthy
2025-03-01 01:36:00,10.491899267857733,62.22375449354212,4.516342914486415,41262,8025,863,49287,117.75978862407104,220.70931650722477,29,Healthy
2025-03-01 01:37:00,63.9289224883808,31.549709456825127,3.3186108726573433,26784,20423,701,47207,99.32871999359993,241.09980064064356,129,Healthy
2025-03-01 01:38:00,65.86722711660104,46.015181976010304,4.416649309837744,22125,7558,1381,29683,78.12956526362315,259.96489316851046,106,Healthy
2025-03-01 01:39:00,67.6612561459128,17.08327043560312,2.8247781452948817,24216,26174,645,50390,25.93776207827105,123.04420084551123,129,Healthy
2025-03-01 01:40:00,10.784592050476892,13.376499286674445,4.083190344412872,3581,27663,1335,31244,146.7900441554583,282.75714906939066,34,Healthy
2025-03-01 01:41:00,20.302050193018538,34.719639369530356,1.9247156556628306,16600,2184,1138,18784,56.88106403779129,188.2367233944731,162,Healthy
2025-03-01 01:42:00,49.225870185594175,44.734991955563046,0.8836635677160558,31284,28326,634,59610,16.931914764639476,224.13475559697324,254,Healthy
2025-03-01 01:43:00,11.528361504106428,33.56194680153648,2.7741029526708267,21171,19968,1125,41139,74.57603546164617,199.184715694977,269,Healthy
2025-03-01 01:44:00,13.816539770590044,44.66414620965052,3.039779856792695,26091,15430,1787,41521,131.2257037303494,80.68501366865512,13,Healthy
2025-03-01 01:45:00,23.264732421606517,40.9050625703071,1.9102393700377949,15333,29089,563,44422,133.20635926482208,290.77866484621995,152,Healthy
2025-03-01 01:46:00,40.74638612463305,51.142433757164554,4.502402351239807,31535,9102,990,40637,2.633921492410641,80.71889497353817,291,Healthy
2025-03-01 01:47:00,42.754153556008454,48.97194586392339,0.9045276343695356,24487,14869,540,39356,133.05806596795856,113.72048910279591,229,Healthy
2025-03-01 01:48:00,12.055667367610262,35.454742192394804,1.7251157840855371,11404,8116,1526,19520,41.45114840747892,253.40697005574503,169,Healthy
2025-03-01 01:49:00,20.222035046891868,35.4997144251918,4.617105951494947,44934,13937,1412,58871,6.806882231295038,204.64924037527535,85,Healthy
2025-03-01 01:50:00,39.98234040007932,18.44670040073392,2.904183505570068,34700,29630,1474,64330,127.32075028406828,259.5372913440892,108,Healthy
2025-03-01 01:51:00,45.63643725660432,40.79431432578755,4.379059932216219,19047,5383,1633,24430,129.71614664224305,178.93404709351123,189,Healthy
2025-03-01 01:52:00,18.904101789172923,45.230747688141804,3.6211723278097794,42516,21320,1744,63836,89.83843089651015,144.2483088416587,136,Healthy
2025-03-01 01:53:00,33.93048471681824,38.58936384122957,5.7289201249854935,16577,19083,867,35660,86.5906298371574,280.46137488694626,41,Healthy
2025-03-01 01:54:00,64.26408619101714,29.54244010521994,3.7878770799755817,25298,5507,1417,30805,122.15492062059148,59.06307937869872,274,Healthy
2025-03-01 01:55:00,69.93395722277032,53.298912655104154,0.5817793589003584,16015,15735,1527,31750,118.1601233538317,264.03255508826146,22,Healthy
2025-03-01 01:56:00,69.23286728986847,14.479698678713444,2.440825427773837,26568,28151,743,54719,133.6257155429629,107.7044462969454,211,Healthy
2025-03-01 01:57:00,62.90047061721234,64.86642218524284,1.2868337521258923,49876,17519,1401,67395,83.35936969190881,262.18408193849194,27,Healthy
2025-03-01 01:58:00,33.679605276996746,11.238606372747597,5.585485226787368,27204,3025,665,30229,145.1794168171885,84.7991533542214,102,Healthy
2025-03-01 01:59:00,51.19445752448705,67.74100800629668,1.0720684985679418,32748,20919,1549,53667,149.42587780906743,195.05474092263512,289,Healthy
2025-03-01 02:00:00,34.99553366705192,37.741336056079746,2.632386647220981,27267,5854,1540,33121,18.365146889796254,272.026979752868,69,Healthy
2025-03-01 02:01:00,48.91162160945217,34.76019664021247,1.743545564946807,22236,6367,1227,28603,127.58202017356419,168.38491172472263,223,Healthy
2025-03-01 02:02:00,28.565948258168994,25.386641047791286,5.1569709471820335,33615,3890,1615,37505,75.47351640453977,236.64166845084824,109,Healthy
2025-03-01 02:03:00,46.37213521661992,10.60426808993699,2.1971157367390433,2104,20141,982,22245,58.74738440667498,251.1679044638896,10,Healthy
2025-03-01 02:04:00,41.425509793170995,26.487415865307987,5.955414157284547,18654,4773,1042,23427,92.34777417252454,234.1235521791948,52,Healthy
2025-03-01 02:05:00,11.468815948791997,16.563995527620037,0.7123913308673799,46704,25956,1728,72660,9.338868032039047,281.3324342186496,177,Healthy
2025-03-01 02:06:00,57.44217422476682,49.589250561603684,1.2055222485441122,43369,24036,1430,67405,76.4627066962949,161.70855762998218,201,Healthy
2025-03-01 02:07:00,10.713869934709336,29.144498339243576,1.7355132703601002,4646,16819,899,21465,130.76269493397334,93.28135979128893,43,Healthy
2025-03-01 02:08:00,27.589356535198107,56.03075970421969,4.961083221100877,22471,2528,1730,24999,32.80576590470635,61.95276592561994,43,Healthy
2025-03-01 02:09:00,10.355443927240142,22.414971240767017,5.331844649852087,26906,21955,1118,48861,64.53209432064435,111.61496740937628,185,Healthy
2025-03-01 02:10:00,32.572084797711895,64.01409144592657,0.892982593351823,22107,12820,1669,34927,140.98265226951645,85.79937597006052,205,Healthy
2025-03-01 02:11:00,13.789631689848358,41.37889090634995,0.6785307796925202,48728,6049,1378,54777,64.8560118330489,189.4871853586201,167,Healthy
2025-03-01 02:12:00,64.81065800987447,16.870371788138883,4.595062714075186,15878,1848,600,17726,54.39677721752735,96.236334302933,254,Healthy
2025-03-01 02:13:00,34.940757709772114,34.050714139208736,1.233436037144874,10145,21511,1379,31656,66.63996057038335,59.73342682234279,80,Healthy
2025-03-01 02:14:00,37.569746491864606,22.405631444185698,1.2314922289105155,24042,11119,1329,35161,78.3984622111159,58.99745721716697,123,Healthy
2025-03-01 02:15:00,30.99101416545129,21.981125570090754,0.623015939719361,19226,11357,1764,30583,95.16671027558885,257.8923745912154,294,Healthy
2025-03-01 02:16:00,47.650369252105975,40.382184259132536,0.7739433267088203,3802,17167,1258,20969,120.30322733659294,197.86248286075622,152,Healthy
2025-03-01 02:17:00,57.064486997092224,50.31352093818236,1.9502150222751902,25119,24735,662,49854,68.36322865888282,139.52132547334455,106,Healthy
2025-03-01 02:18:00,48.888804582938675,64.69709233020569,0.8575301917594347,28185,13478,1696,41663,122.8046593284309,273.55701068506175,221,Healthy
2025-03-01 02:19:00,54.892427103707654,40.129720645819205,2.5288350041260155,7105,23250,1001,30355,80.52437854146001,67.5491528519284,194,Healthy
2025-03-01 02:20:00,64.35841981055563,67.95032650349981,5.08026267175042,3749,23253,1046,27002,51.43359604482867,295.08051818195645,214,Healthy
2025-03-01 02:21:00,61.812791900285724,66.49809112440212,2.2947614152687597,43949,3121,880,47070,99.03467338979272,204.07294756361526,225,Healthy
2025-03-01 02:22:00,50.443507165221746,61.903751799061624,4.503087894186544,35129,13910,1369,49039,107.94061595678022,95.86606349221212,255,Healthy
2025-03-01 02:23:00,22.878277774265715,39.99863589774512,1.0165048065706654,25512,28494,1404,54006,84.14929736879364,219.76727474424214,248,Healthy
2025-03-01 02:24:00,48.262171062515726,18.454236621279012,4.126563530807211,37541,5681,1686,43222,9.435630997073789,240.84531494589066,17,Healthy
2025-03-01 02:25:00,40.364985744430655,23.074268188923096,2.2421095079158926,14495,15755,1501,30250,26.31254839896291,157.3356958426936,87,Healthy
2025-03-01 02:26:00,53.033153860625205,48.860200162718535,4.6236408328337095,3064,1472,1108,4536,43.509360412644,265.40815156138683,286,Healthy
2025-03-01 02:27:00,59.975898903574894,35.305298817051764,1.2493860773101004,31078,19171,806,50249,43.11121528677247,87.68310182411759,211,Healthy
2025-03-01 02:28:00,54.563289831185045,18.808097905239784,5.43835857770465,31011,1113,554,32124,101.33969923678372,119.70939589440209,223,Healthy
2025-03-01 02:29:00,60.793670197677116,38.739636018358624,1.8341746159386514,6616,14690,1482,21306,3.733950589371255,73.37309039599745,103,Healthy
2025-03-01 02:30:00,13.831982400461431,11.045832730122756,2.4422578630464704,8975,26912,832,35887,113.59658478037846,102.71946015183804,84,Healthy
2025-03-01 02:31:00,11.897202294247837,54.0337222539756,5.72599390949923,11960,7473,626,19433,40.53602874623304,109.68220297778626,166,Healthy
2025-03-01 02:32:00,25.510034061975638,14.414877669381452,3.681652978519724,28992,9530,1204,38522,47.19325508619926,279.40829773042753,162,Healthy
2025-03-01 02:33:00,64.0399650465177,47.74681719472714,2.5117433542966205,22387,19669,742,42056,79.65856436364471,69.52742218778906,151,Healthy
2025-03-01 02:34:00,59.41955505903843,57.58061845753596,5.722811808684974,16324,2196,1099,18520,33.17291453990467,156.85378004692734,87,Healthy
2025-03-01 02:35:00,50.963637867718695,17.958632467237933,2.309925792895176,7243,17462,1002,24705,132.7862257227536,183.09967180672825,191,Healthy
2025-03-01 02:36:00,52.045520046382954,41.11832143996075,1.0217889197134888,33628,21943,1103,55571,13.719948119658227,274.67326345054016,204,Healthy
2025-03-01 02:37:00,53.60022815549275,56.74405086156818,5.982668883226809,10560,7017,802,17577,67.21297198285866,299.4240546653034,167,Healthy
2025-03-01 02:38:00,66.55616202908482,25.638007285420084,1.9731470630740262,48452,3652,734,52104,127.56391814877861,238.34702872995896,155,Healthy
2025-03-01 02:39:00,59.93146913845345,19.774995580097148,5.181918167847841,42098,29956,1561,72054,92.76074026876412,292.69774764225735,63,Healthy
2025-03-01 02:40:00,47.40342322162285,30.209146658047413,1.4104743715269799,5923,21702,638,27625,44.55709786055238,246.77528313396843,286,Healthy
2025-03-01 02:41:00,49.94292611542843,43.281950594998946,4.52244684477558,40235,11832,694,52067,63.69327095869265,290.8006602428542,92,Healthy
2025-03-01 02:42:00,22.824415723667318,44.516775691285,3.384471669597386,22325,6385,1146,28710,106.29746267103468,226.8176814861138,165,Healthy
2025-03-01 02:43:00,49.43912950937635,17.85258000746122,5.894986070595713,28949,15708,500,44657,146.015850761221,69.94085636276776,13,Healthy
2025-03-01 02:44:00,35.48074074510751,37.4541308604383,3.5405669585081974,23821,26832,1060,50653,134.0776690385356,150.48004674816912,280,Healthy
2025-03-01 02:45:00,19.177712236344625,26.09693173236927,0.6375833353996977,7076,24438,1619,31514,52.02248844897414,211.6493209506176,73,Healthy
2025-03-01 02:46:00,58.384169154794456,60.52145308389704,3.8213289429324835,23032,18211,1212,41243,149.73148401389076,137.67962736356276,121,Healthy
2025-03-01 02:47:00,40.61482598818874,28.814507923841845,1.2992405098514432,9001,15571,912,24572,1.5221948661276825,118.34597952844464,248,Healthy
2025-03-01 02:48:00,68.64550250136529,60.322271472031574,4.891975034051479,16303,28294,1037,44597,5.1168336154538485,194.34981678327276,153,Healthy
2025-03-01 02:49:00,26.9007612684715,35.713876756107524,5.211125080694445,17457,22307,928,39764,123.75223676050788,283.3754691756087,29,Healthy
2025-03-01 02:50:00,38.8402067383046,53.5951459495872,3.1515143533709287,42443,12002,734,54445,30.71994033812475,58.74546837903839,73,Healthy
2025-03-01 02:51:00,36.87972728013209,40.603613712648624,4.8077180137876425,13303,4385,848,17688,10.054620991039888,242.30780088535943,298,Healthy
2025-03-01 02:52:00,17.246771345954723,47.31775744785859,1.2981090451488282,16128,23440,895,39568,36.33506291223883,230.6818195111568,90,Healthy
2025-03-01 02:53:00,35.56691672984677,33.72139065168299,3.2064300259460534,19280,2965,915,22245,64.48892294314817,290.9883563470718,206,Healthy
2025-03-01 02:54:00,27.253207385255493,56.09240606844944,2.6666934557982156,40427,3427,1415,43854,109.85437429457733,282.67780558313586,78,Healthy
2025-03-01 02:55:00,19.619228282016064,35.5113630144195,3.8622456287919475,32644,3841,1574,36485,94.02599345612963,240.5581405110482,195,Healthy
2025-03-01 02:56:00,26.929335042168358,37.447698795149314,0.74462453841738,39014,26189,580,65203,36.40556141650264,180.10219117064966,176,Healthy
2025-03-01 02:57:00,23.99510147598352,41.060720093857434,4.63667561036745,7967,26138,535,34105,75.98729676698707,101.06688830837996,214,Healthy
2025-03-01 02:58:00,54.04441186035268,59.90944710315901,0.9352110921107601,7661,7563,1590,15224,139.00590170438673,186.30892958139358,173,Healthy
2025-03-01 02:59:00,11.846510695549606,49.56273571608789,4.110593346415907,13416,15387,1140,28803,122.4361587705799,241.33799847991344,103,Healthy
2025-03-01 03:00:00,47.04776487479328,30.949623193944987,0.6015147404696932,1510,6840,1381,8350,49.155277939937214,273.91730315947325,258,Healthy
2025-03-01 03:01:00,55.63968052141639,50.21917803889257,5.075384350662012,42382,16154,1256,58536,147.35741964199875,247.42800230263728,77,Healthy
2025-03-01 03:02:00,38.84340738813839,48.545594380514636,1.4608479662307974,36200,25194,1122,61394,106.58443966483452,98.8167337977635,30,Healthy
2025-03-01 03:03:00,65.89389880047511,65.86115655278226,3.3352361178734475,2906,15093,967,17999,10.304953994350486,199.92157855701484,94,Healthy
2025-03-01 03:04:00,52.472841714192114,60.484986161521,1.9382109705019064,26534,23448,1665,49982,6.238946280007163,133.04336488283926,33,Healthy
2025-03-01 03:05:00,54.875419078685034,48.84681542507489,4.474559611335877,49322,24528,855,73850,26.092784402494466,52.30141684766075,120,Healthy
2025-03-01 03:06:00,21.816009246452214,30.490426641042617,2.2674310510434665,17448,5352,1208,22800,109.45052433947187,100.05523394716651,92,Healthy
2025-03-01 03:07:00,56.63773455034441,56.77458693167617,4.485350564735745,38696,1184,1519,39880,28.377099950521757,78.30516248336232,87,Healthy
2025-03-01 03:08:00,59.9256841649869,44.51249758376806,2.066791637595121,5710,11384,1401,17094,77.2115286121162,260.6797808848671,149,Healthy
